experiment_id,scope,execution_path,denominator,baseline_committed,update_committed,pointer_advanced,durable_ledger,required_core_edges,non_summary_released_record_count,ordinary_provider_runtime_reorganization_wired,e2e_summary_status,fixture_sha256,result_sha256
V03-WIRE-001,synthetic_provider_free_wiring_gate,opt_in_fenced_compaction_worker,36,36,36,36,36,36,0,False,BLOCKED,36ba7b902c57903b5b1abcce21378812c21f54267f018b8706e57a4be3a648d9,89032bbf0d23d4b09978f93f774fd5392df90c440ee02bf0d852a85bc80a10d3
